id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1_1,labels_task1_2,labels_task1_3,split,cleaned_text,translated_text
101540,es,"@HeyLeunam Nefasta las vestimentas, la falda del wey toda 🤮, los zapatos de la última morra y la corbata de la principal, como pooooor?",6,"['Annotator_133', 'Annotator_134', 'Annotator_135', 'Annotator_136', 'Annotator_137', 'Annotator_138']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Mexico', 'Mexico', 'Mexico', 'Chile', 'Chile']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']","['-', '-', '-', 'REPORTED', '-', '-']","[['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['-']]",TRAIN_ES,"nefasta las vestimentas, la falda del wey toda , los zapatos de la última morra y la corbata de la principal, como pooooor?","nefarious clothes, the skirt of the whole wey, the shoes of the last mock and the tie of the main one, like poooooor?"
101541,es,"@alejilloTol No hombre..!!!! Nunca. Los gays somos ejemplo del falocentrismo. Nuestra adoración al pito nos ha llevado a inventar todo tipo de justificación por el amor a un pito parado. Y de de paso pues la comunidad, la comunidad que nos respalda, una joyita.",6,"['Annotator_379', 'Annotator_380', 'Annotator_381', 'Annotator_382', 'Annotator_383', 'Annotator_384']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree']","['Portugal', 'Portugal', 'Spain', 'Spain', 'Poland', 'Portugal']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']","['-', 'JUDGEMENTAL', 'JUDGEMENTAL', '-', '-', '-']","[['-'], ['IDEOLOGICAL-INEQUALITY'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['-']]",TRAIN_ES,"no hombre..!!!! nunca. los gays somos ejemplo del falocentrismo. nuestra adoración al pito nos ha llevado a inventar todo tipo de justificación por el amor a un pito parado. y de de paso pues la comunidad, la comunidad que nos respalda, una joyita.","not man..!!!! never. gays are an example of phalocentrism. our cock worship has led us to invent all sorts of justification for the love of a standing dick. and by the way the community, the community that supports us, a little jewel."
101542,es,"A esto se le llama ""falocentrismo"". Dar por sentado que, hablando de pitos y huevos, nos vamos a sentir representadas. Es que claro, como la @RAEinforma dice que ""lo masculino es genérico"", pues pasa lo que pasa. - @Campofrio_es https://t.co/0Yplmgbm91",6,"['Annotator_247', 'Annotator_248', 'Annotator_249', 'Annotator_250', 'Annotator_251', 'Annotator_252']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Doctorate', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree']","['United States', 'Mexico', 'United States', 'Chile', 'Portugal', 'Portugal']","['NO', 'YES', 'YES', 'YES', 'YES', 'YES']","['-', 'DIRECT', 'DIRECT', 'DIRECT', 'JUDGEMENTAL', 'REPORTED']","[['-'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"a esto se le llama falocentrismo. dar por sentado que, hablando de pitos y huevos, nos vamos a sentir representadas. es que claro, como la dice que lo masculino es genérico, pues pasa lo que pasa.","This is called phalocentrism. to assume that, speaking of pitos and eggs, we will feel represented. is that of course, as it says that the masculine is generic, because what happens happens."
101543,es,"@PendejaTejana @Siafu_136 @whotheffiseder @SamDelRioFelix Básico el pH. La ideología del falocentrismo poco tiene que ver con la forma de ver las relaciones sexuales, que es la forma correcta, no sexo que es comúnmente usado como referente biológico. Como les encanta estar de mamadores y ni saben hablar (escribir).",6,"['Annotator_211', 'Annotator_212', 'Annotator_213', 'Annotator_214', 'Annotator_215', 'Annotator_216']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Spain', 'Mexico', 'Argentina', 'Netherlands', 'Spain', 'Mexico']","['YES', 'NO', 'YES', 'NO', 'YES', 'NO']","['REPORTED', '-', 'JUDGEMENTAL', '-', 'JUDGEMENTAL', '-']","[['STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'SEXUAL-VIOLENCE'], ['-'], ['OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_ES,"básico el ph. la ideología del falocentrismo poco tiene que ver con la forma de ver las relaciones sexuales, que es la forma correcta, no sexo que es comúnmente usado como referente biológico. como les encanta estar de mamadores y ni saben hablar escribir.","basic ph. the ideology of phalocentrism has little to do with the way of seeing sex, which is the right way, not sex that is commonly used as a biological reference. as they love to be of suckers and can not speak writing."
101544,es,"@jcarlk811 @radio_pichincha @PoliciaEcuador Y con este comentario nos damos cuenta que los hombres solo piensan en la ""importancia"" de su pequeño e insignificante miembro, a tal grado que compara un arresto de pensión alimenticia con un ""las ex novias no nos olvidan y así se desquitan"", sal de tu falocentrismo amigo 😘",6,"['Annotator_1', 'Annotator_2', 'Annotator_3', 'Annotator_4', 'Annotator_5', 'Annotator_6']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent']","['Italy', 'Mexico', 'United States', 'Spain', 'Spain', 'Chile']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'REPORTED', 'DIRECT', 'JUDGEMENTAL', 'DIRECT', 'JUDGEMENTAL']","[['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE']]",TRAIN_ES,"y con este comentario nos damos cuenta que los hombres solo piensan en la importancia de su pequeño e insignificante miembro, a tal grado que compara un arresto de pensión alimenticia con un las ex novias no nos olvidan y así se desquitan, sal de tu falocentrismo amigo","And with this comment we realize that men only think about the importance of their small and insignificant member, to such an extent that they compare an arrest of alimony with an ex-girlfriend do not forget us and so they get rid of, come out of your phalocentrism friend"
101545,es,"@maruugroove El falocentrismo! Me rehuso a comer una chota de chocolate, todo bien pero no compro.",6,"['Annotator_295', 'Annotator_296', 'Annotator_297', 'Annotator_298', 'Annotator_299', 'Annotator_300']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Portugal', 'Spain', 'Portugal', 'Italy', 'Mexico']","['YES', 'NO', 'NO', 'NO', 'YES', 'NO']","['JUDGEMENTAL', '-', '-', '-', 'DIRECT', '-']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_ES,"el falocentrismo! me rehuso a comer una chota de chocolate, todo bien pero no compro.","phalocentrism! I refuse to eat a chota of chocolate, all right but I do not buy."
101546,es,@cfkusnier Entendes que el problema del machismo es el falocentrismo y que hagas esa comparación es machista per se? Poniendo en el lugar de que las mujeres no entendemos nada?,6,"['Annotator_7', 'Annotator_8', 'Annotator_9', 'Annotator_10', 'Annotator_11', 'Annotator_12']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Black or African American', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree']","['United Kingdom', 'Mexico', 'United States', 'Portugal', 'Chile', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'JUDGEMENTAL', 'REPORTED', 'DIRECT', 'JUDGEMENTAL', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE']]",TRAIN_ES,entendes que el problema del machismo es el falocentrismo y que hagas esa comparación es machista per se? poniendo en el lugar de que las mujeres no entendemos nada?,Do you understand that the problem of machismo is phalocentrism and that you make that comparison is machista per se? putting in place that women do not understand anything?
101547,es,"Con ""la idea de los h"" me refiero a la idealización que se le da en el entretenimiento, al androcentrismo y falocentrismo 🤭 https://t.co/z0lXH5ync5",6,"['Annotator_265', 'Annotator_266', 'Annotator_267', 'Annotator_268', 'Annotator_269', 'Annotator_270']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Spain', 'Spain', 'Mexico', 'Italy', 'Spain', 'Portugal']","['YES', 'NO', 'YES', 'YES', 'NO', 'NO']","['REPORTED', '-', 'DIRECT', 'JUDGEMENTAL', '-', '-']","[['STEREOTYPING-DOMINANCE'], ['-'], ['UNKNOWN'], ['STEREOTYPING-DOMINANCE'], ['-'], ['-']]",TRAIN_ES,"con la idea de los h me refiero a la idealización que se le da en el entretenimiento, al androcentrismo y falocentrismo","with the idea of h I mean the idealization that is given in entertainment, androcentrism and phalocentrism"
101548,es,Mi TFM: análisis de los hombres con falocentrismo crónico e incontinencia sobatoria.,6,"['Annotator_97', 'Annotator_98', 'Annotator_99', 'Annotator_100', 'Annotator_101', 'Annotator_102']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Argentina', 'Mexico', 'United Kingdom', 'Spain', 'Chile', 'Spain']","['YES', 'YES', 'NO', 'YES', 'NO', 'NO']","['JUDGEMENTAL', 'JUDGEMENTAL', '-', 'JUDGEMENTAL', '-', '-']","[['SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE'], ['-'], ['SEXUAL-VIOLENCE'], ['-'], ['-']]",TRAIN_ES,mi tfm análisis de los hombres con falocentrismo crónico e incontinencia sobatoria.,my tfm analysis of men with chronic phalocentrism and sobatory incontinence.
101549,es,@Glamniss El falocentrismo y la transfobia de la manita... Es que menudo cobarde.,6,"['Annotator_145', 'Annotator_146', 'Annotator_147', 'Annotator_148', 'Annotator_149', 'Annotator_150']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['other', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Spain', 'Portugal']","['YES', 'NO', 'YES', 'YES', 'YES', 'YES']","['JUDGEMENTAL', '-', 'JUDGEMENTAL', 'JUDGEMENTAL', 'JUDGEMENTAL', 'DIRECT']","[['OBJECTIFICATION'], ['-'], ['UNKNOWN'], ['STEREOTYPING-DOMINANCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,el falocentrismo y la transfobia de la manita... es que menudo cobarde.,the phalocentrism and transphobia of the manita... is that often cowardly.
101550,es,"@consumogob @yodominguez ¿Ha dicho ""el tamaño importa""? Falocentrismo inconsciente",6,"['Annotator_145', 'Annotator_146', 'Annotator_147', 'Annotator_148', 'Annotator_149', 'Annotator_150']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['other', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Spain', 'Portugal']","['NO', 'NO', 'NO', 'YES', 'YES', 'NO']","['-', '-', '-', 'REPORTED', 'DIRECT', '-']","[['-'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['SEXUAL-VIOLENCE'], ['-']]",TRAIN_ES,ha dicho el tamaño importa? falocentrismo inconsciente,has said size matters? unconscious phalocentrism
101551,es,"El amigo que tiene menos calle que Venecia, y que con su falocentrismo no es capaz de notar que no es llegar y esterilizarse. Además agregan: es tan difícil cuidarse? Como si ellos se metieran hormonas diariamente, cambia su cuerpo y provoca cáncer. https://t.co/NO4sWnOsZT",6,"['Annotator_313', 'Annotator_314', 'Annotator_315', 'Annotator_316', 'Annotator_317', 'Annotator_318']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Doctorate', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Italy', 'Spain', 'United Kingdom', 'Spain', 'Portugal', 'Mexico']","['NO', 'YES', 'YES', 'NO', 'NO', 'NO']","['-', 'JUDGEMENTAL', 'DIRECT', '-', '-', '-']","[['-'], ['IDEOLOGICAL-INEQUALITY'], ['OBJECTIFICATION'], ['-'], ['-'], ['-']]",TRAIN_ES,"el amigo que tiene menos calle que venecia, y que con su falocentrismo no es capaz de notar que no es llegar y esterilizarse. además agregan es tan difícil cuidarse? como si ellos se metieran hormonas diariamente, cambia su cuerpo y provoca cáncer.","the friend who has less street than venecia, and that with his phalocentrism is not able to notice that it is not to arrive and sterilize. moreover they add it is so difficult to take care of themselves? as if they put hormones daily, changes his body and causes cancer."
101552,es,"Absurdez y falocentrismo en los proyectos patrios.Miura...🤦🏼‍♀️ ya veo a la folclórica, el toro y la medallita de la Virgen de Regla en el salpicadero. Porque sí, fijo que le ponen salpicadero con tapete de ganchillo. Lo veo. https://t.co/VcntOCsQMZ",6,"['Annotator_313', 'Annotator_314', 'Annotator_315', 'Annotator_316', 'Annotator_317', 'Annotator_318']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Doctorate', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Italy', 'Spain', 'United Kingdom', 'Spain', 'Portugal', 'Mexico']","['YES', 'YES', 'NO', 'NO', 'YES', 'NO']","['DIRECT', 'JUDGEMENTAL', '-', '-', 'REPORTED', '-']","[['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['-']]",TRAIN_ES,"absurdez y falocentrismo en los proyectos patrios.miura... ya veo a la folclórica, el toro y la medallita de la virgen de regla en el salpicadero. porque sí, fijo que le ponen salpicadero con tapete de ganchillo. lo veo.","Absurdity and fallocentrism in the projects patrios.miura... I already see the folkloric, the bull and the virgin medallite rule on the dashboard. because yes, fixed they put it dashboard with crochet mat. I see it."
101553,es,"@melaniaba @lucianapeker No, acá solo se dedicaron a avisar que achicaba el pene. Como siempre, el falocentrismo a la orden",6,"['Annotator_19', 'Annotator_20', 'Annotator_21', 'Annotator_22', 'Annotator_23', 'Annotator_24']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Doctorate', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Afghanistan', 'United States', 'Italy', 'Portugal', 'Chile']","['YES', 'YES', 'YES', 'NO', 'NO', 'YES']","['DIRECT', 'REPORTED', 'DIRECT', '-', '-', 'REPORTED']","[['IDEOLOGICAL-INEQUALITY'], ['SEXUAL-VIOLENCE'], ['STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['-'], ['-'], ['OBJECTIFICATION', 'SEXUAL-VIOLENCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE']]",TRAIN_ES,"no, acá solo se dedicaron a avisar que achicaba el pene. como siempre, el falocentrismo a la orden","No, here they were just trying to warn that the penis was shrinking, as always, the phalocentrism to order."
101554,es,"@bbimbi Cuanto más frágil su masculinidad, más necesitan reafirmarse mostrando el falo, máxima expresión de la misma (falocentrismo)",6,"['Annotator_19', 'Annotator_20', 'Annotator_21', 'Annotator_22', 'Annotator_23', 'Annotator_24']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Doctorate', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Afghanistan', 'United States', 'Italy', 'Portugal', 'Chile']","['YES', 'NO', 'YES', 'NO', 'NO', 'NO']","['DIRECT', '-', 'JUDGEMENTAL', '-', '-', '-']","[['OBJECTIFICATION'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['-'], ['-']]",TRAIN_ES,"cuanto más frágil su masculinidad, más necesitan reafirmarse mostrando el falo, máxima expresión de la misma falocentrismo","The more fragile their masculinity, the more they need to reaffirm themselves by showing the phallus, the maximum expression of the same phalocentrism."
101555,es,"Y así se confirma, una vez más, el falocentrismo de la ciencia. Hasta que las mujeres denunciamos irregularidades en nuestro ciclo menstrual, se estudian y dan a conocer los efectos de la vacuna contra Covid en nuestros cuerpos https://t.co/qEl5hV4vSe",6,"['Annotator_151', 'Annotator_152', 'Annotator_153', 'Annotator_154', 'Annotator_155', 'Annotator_156']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'Doctorate', 'High school degree or equivalent', 'High school degree or equivalent']","['United States', 'Portugal', 'Spain', 'Spain', 'Spain', 'Chile']","['YES', 'NO', 'NO', 'YES', 'YES', 'YES']","['JUDGEMENTAL', '-', '-', 'JUDGEMENTAL', 'REPORTED', 'REPORTED']","[['IDEOLOGICAL-INEQUALITY'], ['-'], ['-'], ['STEREOTYPING-DOMINANCE'], ['UNKNOWN'], ['STEREOTYPING-DOMINANCE']]",TRAIN_ES,"y así se confirma, una vez más, el falocentrismo de la ciencia. hasta que las mujeres denunciamos irregularidades en nuestro ciclo menstrual, se estudian y dan a conocer los efectos de la vacuna contra covid en nuestros cuerpos","and so it is confirmed, once again, the phalocentrism of science. until women denounce irregularities in our menstrual cycle, the effects of the vaccine against covid on our bodies are studied and made known."
101556,es,"@akhusharmuta Bueno, el primer punto es el que no se puede catalogar como disciplina científica... El falocentrismo es un bonus, jeje.",6,"['Annotator_67', 'Annotator_68', 'Annotator_69', 'Annotator_70', 'Annotator_71', 'Annotator_72']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Spain', 'Spain', 'Dominican Republic', 'Portugal', 'Italy', 'Spain']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']","['-', 'JUDGEMENTAL', '-', 'DIRECT', '-', '-']","[['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['STEREOTYPING-DOMINANCE'], ['-'], ['-']]",TRAIN_ES,"bueno, el primer punto es el que no se puede catalogar como disciplina científica... el falocentrismo es un bonus, jeje.","Well, the first point is the one that can't be classified as scientific discipline... phalocentrism is a bonus, hehe."
101557,es,@ElSimioArcoiris Jajaja la vulva esa de logo es neta?Chistoso tanta queja del falocentrismo pero tienen la misma obsesión x sus genitales que los vatos cis.,6,"['Annotator_277', 'Annotator_278', 'Annotator_279', 'Annotator_280', 'Annotator_281', 'Annotator_282']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Venezuela', 'Portugal', 'Portugal', 'Portugal']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT', 'DIRECT']","[['SEXUAL-VIOLENCE'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'OBJECTIFICATION'], ['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE']]",TRAIN_ES,jajaja la vulva esa de logo es neta?chistoso tanta queja del falocentrismo pero tienen la misma obsesión x sus genitales que los vatos cis.,jajaja the vulva that of logo is clearly so funny complaint of phalocentrism but they have the same obsession x their genitals as the vatos cis.
101558,es,Aula de Nivel Secundario - 2022El #Falocentrismo deja en evidencia el privilegio de lo masculino en la construcción de la sexualidad y cómo se centra todo en torno a los #penes. 32 penes y ni una sola vulva.Más #ESI por favor. https://t.co/OFZoIRQdL7,6,"['Annotator_109', 'Annotator_110', 'Annotator_111', 'Annotator_112', 'Annotator_113', 'Annotator_114']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Chile', 'Mexico', 'United States', 'Spain', 'Colombia', 'Spain']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']","['JUDGEMENTAL', 'DIRECT', 'DIRECT', 'REPORTED', 'JUDGEMENTAL', 'JUDGEMENTAL']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE', 'MISOGYNY-NON-SEXUAL-VIOLENCE'], ['OBJECTIFICATION'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['STEREOTYPING-DOMINANCE'], ['SEXUAL-VIOLENCE']]",TRAIN_ES,aula de nivel secundario 2022el falocentrismo deja en evidencia el privilegio de lo masculino en la construcción de la sexualidad y cómo se centra todo en torno a los penes. 32 penes y ni una sola vulva.más esi por favor.,2022 secondary level classroom the phalocentrism leaves in evidence the privilege of the masculine in the construction of sexuality and how everything is centered around the penises. 32 penises and not a single vulva.more please.
101559,es,"@mbernardag @Moli_Malone @nomesemisigno @claracalimella ""asumir su pitocortés""?? Alto falocentrismo por aquí.",6,"['Annotator_109', 'Annotator_110', 'Annotator_111', 'Annotator_112', 'Annotator_113', 'Annotator_114']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree']","['Chile', 'Mexico', 'United States', 'Spain', 'Colombia', 'Spain']","['YES', 'YES', 'NO', 'YES', 'YES', 'NO']","['JUDGEMENTAL', 'DIRECT', '-', 'DIRECT', 'REPORTED', '-']","[['IDEOLOGICAL-INEQUALITY', 'STEREOTYPING-DOMINANCE'], ['OBJECTIFICATION'], ['-'], ['IDEOLOGICAL-INEQUALITY'], ['STEREOTYPING-DOMINANCE'], ['-']]",TRAIN_ES,asumir su pitocortés?? alto falocentrismo por aquí.,To assume his impocortes??? high phalocentrism around here.
